episode,step,reward,total_reward,player_y,player_vel,next_pipe_dist_to_player,next_pipe_top_y,next_pipe_bottom_y,next_next_pipe_dist_to_player,next_next_pipe_top_y,next_next_pipe_bottom_y
0,35,0.0,0.0,160.0,-1.0,165.0,85,185,309.0,80,180
0,36,0.0,0.0,160.0,0.0,161.0,85,185,305.0,80,180
0,37,0.0,0.0,161.0,1.0,157.0,85,185,301.0,80,180
0,38,0.0,0.0,163.0,2.0,153.0,85,185,297.0,80,180
0,39,0.0,0.0,166.0,3.0,149.0,85,185,293.0,80,180
0,40,0.0,0.0,170.0,4.0,145.0,85,185,289.0,80,180
0,41,0.0,0.0,175.0,5.0,141.0,85,185,285.0,80,180
0,42,0.0,0.0,181.0,6.0,137.0,85,185,281.0,80,180
0,43,0.0,0.0,188.0,7.0,133.0,85,185,277.0,80,180
0,44,0.0,0.0,180.0,-8.0,129.0,85,185,273.0,80,180
0,45,0.0,0.0,172.0,-8.0,125.0,85,185,269.0,80,180
0,46,0.0,0.0,165.0,-7.0,121.0,85,185,265.0,80,180
0,47,0.0,0.0,159.0,-6.0,117.0,85,185,261.0,80,180
0,48,0.0,0.0,154.0,-5.0,113.0,85,185,257.0,80,180
0,49,0.0,0.0,150.0,-4.0,109.0,85,185,253.0,80,180
0,50,0.0,0.0,147.0,-3.0,105.0,85,185,249.0,80,180
0,51,0.0,0.0,145.0,-2.0,101.0,85,185,245.0,80,180
0,52,0.0,0.0,144.0,-1.0,97.0,85,185,241.0,80,180
0,53,0.0,0.0,144.0,0.0,93.0,85,185,237.0,80,180
0,54,0.0,0.0,145.0,1.0,89.0,85,185,233.0,80,180
0,55,0.0,0.0,147.0,2.0,85.0,85,185,229.0,80,180
0,56,0.0,0.0,150.0,3.0,81.0,85,185,225.0,80,180
0,57,0.0,0.0,154.0,4.0,77.0,85,185,221.0,80,180
0,58,0.0,0.0,146.0,-8.0,73.0,85,185,217.0,80,180
0,59,0.0,0.0,138.0,-8.0,69.0,85,185,213.0,80,180
0,60,0.0,0.0,131.0,-7.0,65.0,85,185,209.0,80,180
0,61,0.0,0.0,125.0,-6.0,61.0,85,185,205.0,80,180
0,62,0.0,0.0,120.0,-5.0,57.0,85,185,201.0,80,180
0,63,0.0,0.0,116.0,-4.0,53.0,85,185,197.0,80,180
0,64,0.0,0.0,113.0,-3.0,49.0,85,185,193.0,80,180
0,65,1.0,1.0,111.0,-2.0,45.0,85,185,189.0,80,180
0,66,0.0,1.0,110.0,-1.0,41.0,85,185,185.0,80,180
0,67,0.0,1.0,110.0,0.0,37.0,85,185,181.0,80,180
0,68,0.0,1.0,111.0,1.0,33.0,85,185,177.0,80,180
0,69,0.0,1.0,113.0,2.0,29.0,85,185,173.0,80,180
0,70,0.0,1.0,116.0,3.0,25.0,85,185,169.0,80,180
0,71,0.0,1.0,120.0,4.0,21.0,85,185,165.0,80,180
0,72,0.0,1.0,125.0,5.0,17.0,85,185,161.0,80,180
0,73,0.0,1.0,131.0,6.0,13.0,85,185,157.0,80,180
0,74,0.0,1.0,138.0,7.0,9.0,85,185,153.0,80,180
0,75,0.0,1.0,130.0,-8.0,5.0,85,185,149.0,80,180
0,76,0.0,1.0,122.0,-8.0,1.0,85,185,145.0,80,180
0,77,0.0,1.0,115.0,-7.0,141.0,80,180,285.0,95,195
0,78,0.0,1.0,109.0,-6.0,137.0,80,180,281.0,95,195
0,79,0.0,1.0,104.0,-5.0,133.0,80,180,277.0,95,195
0,80,0.0,1.0,100.0,-4.0,129.0,80,180,273.0,95,195
0,81,0.0,1.0,97.0,-3.0,125.0,80,180,269.0,95,195
0,82,0.0,1.0,95.0,-2.0,121.0,80,180,265.0,95,195
0,83,0.0,1.0,94.0,-1.0,117.0,80,180,261.0,95,195
0,84,0.0,1.0,94.0,0.0,113.0,80,180,257.0,95,195
0,85,0.0,1.0,95.0,1.0,109.0,80,180,253.0,95,195
0,86,0.0,1.0,97.0,2.0,105.0,80,180,249.0,95,195
0,87,0.0,1.0,100.0,3.0,101.0,80,180,245.0,95,195
0,88,0.0,1.0,104.0,4.0,97.0,80,180,241.0,95,195
0,89,0.0,1.0,109.0,5.0,93.0,80,180,237.0,95,195
0,90,0.0,1.0,115.0,6.0,89.0,80,180,233.0,95,195
0,91,0.0,1.0,122.0,7.0,85.0,80,180,229.0,95,195
0,92,0.0,1.0,130.0,8.0,81.0,80,180,225.0,95,195
0,93,0.0,1.0,139.0,9.0,77.0,80,180,221.0,95,195
0,94,0.0,1.0,131.0,-8.0,73.0,80,180,217.0,95,195
0,95,0.0,1.0,123.0,-8.0,69.0,80,180,213.0,95,195
0,96,0.0,1.0,116.0,-7.0,65.0,80,180,209.0,95,195
0,97,0.0,1.0,110.0,-6.0,61.0,80,180,205.0,95,195
0,98,0.0,1.0,105.0,-5.0,57.0,80,180,201.0,95,195
0,99,0.0,1.0,101.0,-4.0,53.0,80,180,197.0,95,195
0,100,0.0,1.0,98.0,-3.0,49.0,80,180,193.0,95,195
0,101,1.0,2.0,96.0,-2.0,45.0,80,180,189.0,95,195
0,102,0.0,2.0,95.0,-1.0,41.0,80,180,185.0,95,195
0,103,0.0,2.0,95.0,0.0,37.0,80,180,181.0,95,195
0,104,0.0,2.0,96.0,1.0,33.0,80,180,177.0,95,195
0,105,0.0,2.0,98.0,2.0,29.0,80,180,173.0,95,195
0,106,0.0,2.0,101.0,3.0,25.0,80,180,169.0,95,195
0,107,0.0,2.0,105.0,4.0,21.0,80,180,165.0,95,195
0,108,0.0,2.0,110.0,5.0,17.0,80,180,161.0,95,195
0,109,0.0,2.0,116.0,6.0,13.0,80,180,157.0,95,195
0,110,0.0,2.0,123.0,7.0,9.0,80,180,153.0,95,195
0,111,0.0,2.0,131.0,8.0,5.0,80,180,149.0,95,195
0,112,0.0,2.0,140.0,9.0,1.0,80,180,145.0,95,195
0,113,0.0,2.0,150.0,10.0,141.0,95,195,306.6,122,222
0,114,0.0,2.0,160.0,10.0,137.0,95,195,302.6,122,222
0,115,0.0,2.0,152.0,-8.0,133.0,95,195,298.6,122,222
0,116,0.0,2.0,144.0,-8.0,129.0,95,195,294.6,122,222
0,117,0.0,2.0,137.0,-7.0,125.0,95,195,290.6,122,222
0,118,0.0,2.0,131.0,-6.0,121.0,95,195,286.6,122,222
0,119,0.0,2.0,126.0,-5.0,117.0,95,195,282.6,122,222
0,120,0.0,2.0,122.0,-4.0,113.0,95,195,278.6,122,222
0,121,0.0,2.0,119.0,-3.0,109.0,95,195,274.6,122,222
0,122,0.0,2.0,117.0,-2.0,105.0,95,195,270.6,122,222
0,123,0.0,2.0,116.0,-1.0,101.0,95,195,266.6,122,222
0,124,0.0,2.0,116.0,0.0,97.0,95,195,262.6,122,222
0,125,0.0,2.0,117.0,1.0,93.0,95,195,258.6,122,222
0,126,0.0,2.0,119.0,2.0,89.0,95,195,254.60000000000002,122,222
0,127,0.0,2.0,122.0,3.0,85.0,95,195,250.60000000000002,122,222
0,128,0.0,2.0,126.0,4.0,81.0,95,195,246.60000000000002,122,222
0,129,0.0,2.0,131.0,5.0,77.0,95,195,242.60000000000002,122,222
0,130,0.0,2.0,137.0,6.0,73.0,95,195,238.60000000000002,122,222
0,131,0.0,2.0,144.0,7.0,69.0,95,195,234.60000000000002,122,222
0,132,0.0,2.0,152.0,8.0,65.0,95,195,230.60000000000002,122,222
0,133,0.0,2.0,144.0,-8.0,61.0,95,195,226.60000000000002,122,222
0,134,0.0,2.0,136.0,-8.0,57.0,95,195,222.60000000000002,122,222
0,135,0.0,2.0,129.0,-7.0,53.0,95,195,218.60000000000002,122,222
0,136,0.0,2.0,123.0,-6.0,49.0,95,195,214.60000000000002,122,222
0,137,1.0,3.0,118.0,-5.0,45.0,95,195,210.60000000000002,122,222
0,138,0.0,3.0,114.0,-4.0,41.0,95,195,206.60000000000002,122,222
0,139,0.0,3.0,111.0,-3.0,37.0,95,195,202.60000000000002,122,222
0,140,0.0,3.0,109.0,-2.0,33.0,95,195,198.60000000000002,122,222
0,141,0.0,3.0,108.0,-1.0,29.0,95,195,194.60000000000002,122,222
0,142,0.0,3.0,108.0,0.0,25.0,95,195,190.60000000000002,122,222
0,143,0.0,3.0,109.0,1.0,21.0,95,195,186.60000000000002,122,222
0,144,0.0,3.0,111.0,2.0,17.0,95,195,182.60000000000002,122,222
0,145,0.0,3.0,114.0,3.0,13.0,95,195,178.60000000000002,122,222
0,146,0.0,3.0,118.0,4.0,9.0,95,195,174.60000000000002,122,222
0,147,0.0,3.0,123.0,5.0,5.0,95,195,170.60000000000002,122,222
0,148,0.0,3.0,129.0,6.0,1.0,95,195,166.60000000000002,122,222
0,149,0.0,3.0,136.0,7.0,162.60000000000002,122,222,306.6,159,259
0,150,0.0,3.0,144.0,8.0,158.60000000000002,122,222,302.6,159,259
0,151,0.0,3.0,153.0,9.0,154.60000000000002,122,222,298.6,159,259
0,152,0.0,3.0,163.0,10.0,150.60000000000002,122,222,294.6,159,259
0,153,0.0,3.0,155.0,-8.0,146.60000000000002,122,222,290.6,159,259
0,154,0.0,3.0,147.0,-8.0,142.60000000000002,122,222,286.6,159,259
0,155,0.0,3.0,140.0,-7.0,138.60000000000002,122,222,282.6,159,259
0,156,0.0,3.0,134.0,-6.0,134.60000000000002,122,222,278.6,159,259
0,157,0.0,3.0,129.0,-5.0,130.60000000000002,122,222,274.6,159,259
0,158,0.0,3.0,125.0,-4.0,126.60000000000002,122,222,270.6,159,259
0,159,0.0,3.0,122.0,-3.0,122.60000000000002,122,222,266.6,159,259
0,160,0.0,3.0,120.0,-2.0,118.60000000000002,122,222,262.6,159,259
0,161,0.0,3.0,119.0,-1.0,114.60000000000002,122,222,258.6,159,259
0,162,0.0,3.0,119.0,0.0,110.60000000000002,122,222,254.60000000000002,159,259
0,163,0.0,3.0,120.0,1.0,106.60000000000002,122,222,250.60000000000002,159,259
0,164,0.0,3.0,122.0,2.0,102.60000000000002,122,222,246.60000000000002,159,259
0,165,0.0,3.0,125.0,3.0,98.60000000000002,122,222,242.60000000000002,159,259
0,166,0.0,3.0,129.0,4.0,94.60000000000002,122,222,238.60000000000002,159,259
0,167,0.0,3.0,134.0,5.0,90.60000000000002,122,222,234.60000000000002,159,259
0,168,0.0,3.0,140.0,6.0,86.60000000000002,122,222,230.60000000000002,159,259
0,169,0.0,3.0,147.0,7.0,82.60000000000002,122,222,226.60000000000002,159,259
0,170,0.0,3.0,155.0,8.0,78.60000000000002,122,222,222.60000000000002,159,259
0,171,0.0,3.0,164.0,9.0,74.60000000000002,122,222,218.60000000000002,159,259
0,172,0.0,3.0,174.0,10.0,70.60000000000002,122,222,214.60000000000002,159,259
0,173,0.0,3.0,184.0,10.0,66.60000000000002,122,222,210.60000000000002,159,259
0,174,0.0,3.0,194.0,10.0,62.60000000000002,122,222,206.60000000000002,159,259
0,175,0.0,3.0,186.0,-8.0,58.60000000000002,122,222,202.60000000000002,159,259
0,176,0.0,3.0,178.0,-8.0,54.60000000000002,122,222,198.60000000000002,159,259
0,177,0.0,3.0,171.0,-7.0,50.60000000000002,122,222,194.60000000000002,159,259
0,178,1.0,4.0,165.0,-6.0,46.60000000000002,122,222,190.60000000000002,159,259
0,179,0.0,4.0,160.0,-5.0,42.60000000000002,122,222,186.60000000000002,159,259
0,180,0.0,4.0,156.0,-4.0,38.60000000000002,122,222,182.60000000000002,159,259
0,181,0.0,4.0,153.0,-3.0,34.60000000000002,122,222,178.60000000000002,159,259
0,182,0.0,4.0,151.0,-2.0,30.600000000000023,122,222,174.60000000000002,159,259
0,183,0.0,4.0,150.0,-1.0,26.600000000000023,122,222,170.60000000000002,159,259
0,184,0.0,4.0,150.0,0.0,22.600000000000023,122,222,166.60000000000002,159,259
0,185,0.0,4.0,151.0,1.0,18.600000000000023,122,222,162.60000000000002,159,259
0,186,0.0,4.0,153.0,2.0,14.600000000000023,122,222,158.60000000000002,159,259
0,187,0.0,4.0,156.0,3.0,10.600000000000023,122,222,154.60000000000002,159,259
0,188,0.0,4.0,160.0,4.0,6.600000000000023,122,222,150.60000000000002,159,259
0,189,0.0,4.0,165.0,5.0,2.6000000000000227,122,222,146.60000000000002,159,259
0,190,0.0,4.0,171.0,6.0,142.60000000000002,159,259,286.6,71,171
0,191,0.0,4.0,163.0,-8.0,138.60000000000002,159,259,282.6,71,171
0,192,0.0,4.0,155.0,-8.0,134.60000000000002,159,259,278.6,71,171
0,193,0.0,4.0,148.0,-7.0,130.60000000000002,159,259,274.6,71,171
0,194,0.0,4.0,142.0,-6.0,126.60000000000002,159,259,270.6,71,171
0,195,0.0,4.0,137.0,-5.0,122.60000000000002,159,259,266.6,71,171
0,196,0.0,4.0,133.0,-4.0,118.60000000000002,159,259,262.6,71,171
0,197,0.0,4.0,130.0,-3.0,114.60000000000002,159,259,258.6,71,171
0,198,0.0,4.0,128.0,-2.0,110.60000000000002,159,259,254.60000000000002,71,171
0,199,0.0,4.0,127.0,-1.0,106.60000000000002,159,259,250.60000000000002,71,171
0,200,0.0,4.0,127.0,0.0,102.60000000000002,159,259,246.60000000000002,71,171
0,201,0.0,4.0,128.0,1.0,98.60000000000002,159,259,242.60000000000002,71,171
0,202,0.0,4.0,130.0,2.0,94.60000000000002,159,259,238.60000000000002,71,171
0,203,0.0,4.0,133.0,3.0,90.60000000000002,159,259,234.60000000000002,71,171
0,204,0.0,4.0,137.0,4.0,86.60000000000002,159,259,230.60000000000002,71,171
0,205,0.0,4.0,142.0,5.0,82.60000000000002,159,259,226.60000000000002,71,171
0,206,0.0,4.0,148.0,6.0,78.60000000000002,159,259,222.60000000000002,71,171
0,207,0.0,4.0,155.0,7.0,74.60000000000002,159,259,218.60000000000002,71,171
0,208,0.0,4.0,163.0,8.0,70.60000000000002,159,259,214.60000000000002,71,171
0,209,0.0,4.0,172.0,9.0,66.60000000000002,159,259,210.60000000000002,71,171
0,210,0.0,4.0,182.0,10.0,62.60000000000002,159,259,206.60000000000002,71,171
0,211,0.0,4.0,192.0,10.0,58.60000000000002,159,259,202.60000000000002,71,171
0,212,0.0,4.0,202.0,10.0,54.60000000000002,159,259,198.60000000000002,71,171
0,213,0.0,4.0,212.0,10.0,50.60000000000002,159,259,194.60000000000002,71,171
0,214,1.0,5.0,222.0,10.0,46.60000000000002,159,259,190.60000000000002,71,171
0,215,0.0,5.0,232.0,10.0,42.60000000000002,159,259,186.60000000000002,71,171
0,216,0.0,5.0,224.0,-8.0,38.60000000000002,159,259,182.60000000000002,71,171
0,217,0.0,5.0,216.0,-8.0,34.60000000000002,159,259,178.60000000000002,71,171
0,218,0.0,5.0,209.0,-7.0,30.600000000000023,159,259,174.60000000000002,71,171
0,219,0.0,5.0,203.0,-6.0,26.600000000000023,159,259,170.60000000000002,71,171
0,220,0.0,5.0,198.0,-5.0,22.600000000000023,159,259,166.60000000000002,71,171
0,221,0.0,5.0,194.0,-4.0,18.600000000000023,159,259,162.60000000000002,71,171
0,222,0.0,5.0,191.0,-3.0,14.600000000000023,159,259,158.60000000000002,71,171
0,223,0.0,5.0,189.0,-2.0,10.600000000000023,159,259,154.60000000000002,71,171
0,224,0.0,5.0,188.0,-1.0,6.600000000000023,159,259,150.60000000000002,71,171
0,225,0.0,5.0,188.0,0.0,2.6000000000000227,159,259,146.60000000000002,71,171
0,226,0.0,5.0,189.0,1.0,142.60000000000002,71,171,306.6,90,190
0,227,0.0,5.0,191.0,2.0,138.60000000000002,71,171,302.6,90,190
0,228,0.0,5.0,194.0,3.0,134.60000000000002,71,171,298.6,90,190
0,229,0.0,5.0,186.0,-8.0,130.60000000000002,71,171,294.6,90,190
0,230,0.0,5.0,178.0,-8.0,126.60000000000002,71,171,290.6,90,190
0,231,0.0,5.0,171.0,-7.0,122.60000000000002,71,171,286.6,90,190
0,232,0.0,5.0,165.0,-6.0,118.60000000000002,71,171,282.6,90,190
0,233,0.0,5.0,160.0,-5.0,114.60000000000002,71,171,278.6,90,190
0,234,0.0,5.0,156.0,-4.0,110.60000000000002,71,171,274.6,90,190
0,235,0.0,5.0,153.0,-3.0,106.60000000000002,71,171,270.6,90,190
0,236,0.0,5.0,151.0,-2.0,102.60000000000002,71,171,266.6,90,190
0,237,0.0,5.0,150.0,-1.0,98.60000000000002,71,171,262.6,90,190
0,238,0.0,5.0,150.0,0.0,94.60000000000002,71,171,258.6,90,190
0,239,0.0,5.0,151.0,1.0,90.60000000000002,71,171,254.60000000000002,90,190
0,240,0.0,5.0,153.0,2.0,86.60000000000002,71,171,250.60000000000002,90,190
0,241,0.0,5.0,145.0,-8.0,82.60000000000002,71,171,246.60000000000002,90,190
0,242,0.0,5.0,137.0,-8.0,78.60000000000002,71,171,242.60000000000002,90,190
0,243,0.0,5.0,130.0,-7.0,74.60000000000002,71,171,238.60000000000002,90,190
0,244,0.0,5.0,124.0,-6.0,70.60000000000002,71,171,234.60000000000002,90,190
0,245,0.0,5.0,119.0,-5.0,66.60000000000002,71,171,230.60000000000002,90,190
0,246,0.0,5.0,115.0,-4.0,62.60000000000002,71,171,226.60000000000002,90,190
0,247,0.0,5.0,112.0,-3.0,58.60000000000002,71,171,222.60000000000002,90,190
0,248,0.0,5.0,110.0,-2.0,54.60000000000002,71,171,218.60000000000002,90,190
0,249,0.0,5.0,109.0,-1.0,50.60000000000002,71,171,214.60000000000002,90,190
0,250,1.0,6.0,109.0,0.0,46.60000000000002,71,171,210.60000000000002,90,190
0,251,0.0,6.0,110.0,1.0,42.60000000000002,71,171,206.60000000000002,90,190
0,252,0.0,6.0,112.0,2.0,38.60000000000002,71,171,202.60000000000002,90,190
0,253,0.0,6.0,115.0,3.0,34.60000000000002,71,171,198.60000000000002,90,190
0,254,0.0,6.0,119.0,4.0,30.600000000000023,71,171,194.60000000000002,90,190
0,255,0.0,6.0,124.0,5.0,26.600000000000023,71,171,190.60000000000002,90,190
0,256,0.0,6.0,130.0,6.0,22.600000000000023,71,171,186.60000000000002,90,190
0,257,0.0,6.0,137.0,7.0,18.600000000000023,71,171,182.60000000000002,90,190
0,258,0.0,6.0,129.0,-8.0,14.600000000000023,71,171,178.60000000000002,90,190
0,259,0.0,6.0,121.0,-8.0,10.600000000000023,71,171,174.60000000000002,90,190
0,260,0.0,6.0,114.0,-7.0,6.600000000000023,71,171,170.60000000000002,90,190
0,261,0.0,6.0,108.0,-6.0,2.6000000000000227,71,171,166.60000000000002,90,190
0,262,0.0,6.0,103.0,-5.0,162.60000000000002,90,190,306.6,143,243
0,263,0.0,6.0,99.0,-4.0,158.60000000000002,90,190,302.6,143,243
0,264,0.0,6.0,96.0,-3.0,154.60000000000002,90,190,298.6,143,243
0,265,0.0,6.0,94.0,-2.0,150.60000000000002,90,190,294.6,143,243
0,266,0.0,6.0,93.0,-1.0,146.60000000000002,90,190,290.6,143,243
0,267,0.0,6.0,93.0,0.0,142.60000000000002,90,190,286.6,143,243
0,268,0.0,6.0,94.0,1.0,138.60000000000002,90,190,282.6,143,243
0,269,0.0,6.0,96.0,2.0,134.60000000000002,90,190,278.6,143,243
0,270,0.0,6.0,99.0,3.0,130.60000000000002,90,190,274.6,143,243
0,271,0.0,6.0,103.0,4.0,126.60000000000002,90,190,270.6,143,243
0,272,0.0,6.0,108.0,5.0,122.60000000000002,90,190,266.6,143,243
0,273,0.0,6.0,114.0,6.0,118.60000000000002,90,190,262.6,143,243
0,274,0.0,6.0,121.0,7.0,114.60000000000002,90,190,258.6,143,243
0,275,0.0,6.0,129.0,8.0,110.60000000000002,90,190,254.60000000000002,143,243
0,276,0.0,6.0,138.0,9.0,106.60000000000002,90,190,250.60000000000002,143,243
0,277,0.0,6.0,148.0,10.0,102.60000000000002,90,190,246.60000000000002,143,243
0,278,0.0,6.0,158.0,10.0,98.60000000000002,90,190,242.60000000000002,143,243
0,279,0.0,6.0,168.0,10.0,94.60000000000002,90,190,238.60000000000002,143,243
0,280,0.0,6.0,178.0,10.0,90.60000000000002,90,190,234.60000000000002,143,243
0,281,0.0,6.0,188.0,10.0,86.60000000000002,90,190,230.60000000000002,143,243
0,282,0.0,6.0,198.0,10.0,82.60000000000002,90,190,226.60000000000002,143,243
0,283,0.0,6.0,208.0,10.0,78.60000000000002,90,190,222.60000000000002,143,243
0,284,0.0,6.0,200.0,-8.0,74.60000000000002,90,190,218.60000000000002,143,243
0,285,0.0,6.0,192.0,-8.0,70.60000000000002,90,190,214.60000000000002,143,243
0,286,0.0,6.0,185.0,-7.0,66.60000000000002,90,190,210.60000000000002,143,243
0,287,-5.0,1.0,179.0,-6.0,62.60000000000002,90,190,206.60000000000002,143,243
0,0,0.0,0.0,242.0,-14.0,305.0,52,152,449.0,58,158
0,1,0.0,0.0,228.0,-14.0,301.0,52,152,445.0,58,158
0,2,0.0,0.0,215.0,-13.0,297.0,52,152,441.0,58,158
0,3,0.0,0.0,203.0,-12.0,293.0,52,152,437.0,58,158
0,4,0.0,0.0,192.0,-11.0,289.0,52,152,433.0,58,158
0,5,0.0,0.0,182.0,-10.0,285.0,52,152,429.0,58,158
0,6,0.0,0.0,173.0,-9.0,281.0,52,152,425.0,58,158
0,7,0.0,0.0,165.0,-8.0,277.0,52,152,421.0,58,158
0,8,0.0,0.0,158.0,-7.0,273.0,52,152,417.0,58,158
0,9,0.0,0.0,152.0,-6.0,269.0,52,152,413.0,58,158
0,10,0.0,0.0,147.0,-5.0,265.0,52,152,409.0,58,158
0,11,0.0,0.0,143.0,-4.0,261.0,52,152,405.0,58,158
0,12,0.0,0.0,140.0,-3.0,257.0,52,152,401.0,58,158
0,13,0.0,0.0,138.0,-2.0,253.0,52,152,397.0,58,158
0,14,0.0,0.0,137.0,-1.0,249.0,52,152,393.0,58,158
0,15,0.0,0.0,129.0,-8.0,245.0,52,152,389.0,58,158
0,16,0.0,0.0,121.0,-8.0,241.0,52,152,385.0,58,158
0,17,0.0,0.0,114.0,-7.0,237.0,52,152,381.0,58,158
0,18,0.0,0.0,108.0,-6.0,233.0,52,152,377.0,58,158
0,19,0.0,0.0,103.0,-5.0,229.0,52,152,373.0,58,158
0,20,0.0,0.0,99.0,-4.0,225.0,52,152,369.0,58,158
0,21,0.0,0.0,96.0,-3.0,221.0,52,152,365.0,58,158
0,22,0.0,0.0,94.0,-2.0,217.0,52,152,361.0,58,158
0,23,0.0,0.0,93.0,-1.0,213.0,52,152,357.0,58,158
0,24,0.0,0.0,93.0,0.0,209.0,52,152,353.0,58,158
0,25,0.0,0.0,94.0,1.0,205.0,52,152,349.0,58,158
0,26,0.0,0.0,96.0,2.0,201.0,52,152,345.0,58,158
0,27,0.0,0.0,99.0,3.0,197.0,52,152,341.0,58,158
0,28,0.0,0.0,103.0,4.0,193.0,52,152,337.0,58,158
